 temprature, rainfall, humidity, yeild_apples
3.29 20.58 96.64 53.42
25.46 43.10 67.45 49.98
60.28 66.60 3.28 33.04
49.20 85.94 55.16 59.53
38.14 84.98 97.22 77.05
77.36 71.27 90.03 82.48
84.65 64.29 58.81 67.66
28.29 87.37 17.14 34.53
80.39 42.54 17.90 41.58
64.96 92.08 88.16 81.98
56.82 70.15 64.26 63.21
3.80 97.03 96.17 68.63
67.29 57.56 97.89 80.64
1.32 47.90 49.44 34.70
58.33 73.01 37.69 50.95
27.61 12.77 18.18 19.93
46.06 55.07 94.63 72.15
81.28 53.94 87.84 79.09
22.42 37.44 63.65 46.04
45.21 66.59 80.31 67.04
55.99 25.38 88.52 66.13
49.56 90.34 90.43 78.15
66.83 15.59 81.09 63.71
87.48 41.38 57.31 63.18
62.49 5.82 49.09 44.46
4.36 16.71 75.98 42.64
83.46 23.10 84.64 71.98
2.89 21.16 85.32 47.76
35.70 76.74 21.36 36.74
30.05 13.43 57.33 40.37
7.43 85.61 9.25 23.98
96.10 72.11 23.98 55.24
76.43 61.74 21.65 46.10
39.24 95.00 2.84 32.19
72.19 95.56 37.08 59.31
31.73 7.82 76.34 49.25
50.79 5.81 17.59 25.19
8.96 15.20 28.15 19.80
55.52 8.41 61.10 48.89
1.67 48.13 94.52 57.39
38.70 14.83 57.46 43.31
4.15 66.02 28.46 28.68
64.39 75.53 31.84 50.34
26.39 23.41 6.38 15.79
62.81 65.30 84.08 73.94
45.87 24.48 23.51 30.41
74.32 3.03 63.06 54.43
87.46 26.19 44.44 53.70
68.92 16.75 37.64 42.85
54.07 43.37 76.83 63.31
78.05 22.13 47.60 51.64
70.70 96.43 63.87 72.43
2.47 61.74 27.58 26.88
31.05 88.79 11.24 32.69
43.17 70.31 93.16 73.59
69.56 83.57 28.74 51.95
30.06 25.64 93.43 60.86
64.72 12.73 76.84 60.38
9.63 60.31 11.75 20.83
53.71 81.74 44.85 54.89
58.24 92.04 63.61 67.69
65.71 5.62 12.19 26.93
84.73 2.99 81.23 66.63
22.81 57.61 31.48 34.10
26.98 3.53 23.87 20.73
82.76 18.37 89.33 73.17
22.21 86.69 93.14 70.57
0.92 5.26 28.97 15.81
94.67 26.10 29.40 48.32
46.64 45.78 41.12 43.71
23.72 18.08 47.66 34.56
51.60 29.60 44.80 43.80
58.70 44.88 76.09 64.63
63.72 65.26 9.94 37.14
34.69 21.81 31.33 30.43
55.80 26.08 92.85 68.38
57.26 48.57 37.57 45.68
74.64 81.41 20.58 48.96
51.78 70.61 6.03 32.67
10.13 60.28 18.45 24.32
48.67 67.80 93.83 75.08
2.66 79.71 75.19 54.34
85.84 63.25 5.20 41.00
53.98 32.29 66.68 55.99
67.80 24.52 60.24 55.36
96.16 14.87 13.16 38.40
21.21 71.98 98.25 69.88
67.23 0.33 88.27 64.37
43.80 51.86 24.73 35.88
34.96 68.52 98.45 73.42
11.55 49.10 69.92 48.25
54.72 38.02 94.51 71.28
96.11 84.40 35.28 63.35
62.30 37.66 34.86 43.65
21.33 59.32 2.06 19.29
43.14 22.66 6.83 20.89
88.49 15.91 4.52 31.99
4.73 88.60 57.84 48.06
72.46 30.48 54.64 55.15
6.24 49.31 37.77 30.62
39.55 12.44 72.77 50.74
56.38 74.49 18.06 40.84
64.47 55.98 79.23 70.15
3.02 28.05 18.26 15.65
17.32 42.33 42.21 34.77
5.35 31.15 4.14 9.90
66.84 56.05 89.55 76.04
14.27 10.46 69.50 41.12
74.91 97.50 44.85 64.40
11.84 74.19 81.23 59.01
32.24 54.08 36.20 38.59
62.76 65.11 80.24 71.97
4.87 80.89 39.74 37.51
90.56 8.39 44.65 51.17
38.32 42.81 43.37 41.74
74.88 51.47 77.81 71.66
88.35 11.71 16.54 37.12
63.87 95.63 75.94 76.26
34.32 74.88 16.61 33.58
46.76 66.86 40.22 47.51
72.84 7.04 22.99 34.76
55.71 45.86 87.44 69.61
16.41 26.83 84.45 52.51
88.46 40.64 19.08 44.21
29.07 87.49 20.86 36.65
88.64 22.82 45.80 54.06
53.78 3.96 26.64 30.25
65.57 53.03 80.78 70.67
91.99 18.70 92.41 77.54
83.86 55.95 89.77 81.23
55.97 69.16 72.75 67.00
72.94 75.99 21.93 48.05
44.58 36.47 89.06 65.20
92.67 77.51 75.33 80.97
77.90 50.00 41.77 54.26
93.76 91.47 8.77 50.81
35.84 85.14 3.26 29.41
94.22 92.66 74.08 83.84
58.18 40.37 11.38 31.22
83.58 48.25 37.55 53.50
98.75 17.84 34.36 50.37
58.30 26.10 29.24 37.33
27.93 50.48 71.68 54.32
97.29 8.73 10.41 36.14
78.02 9.71 50.40 50.55
92.22 59.00 81.23 80.08
92.21 87.36 25.15 57.71
49.22 32.49 23.15 32.84
85.55 33.82 83.46 74.16
53.07 97.33 4.05 37.41
6.88 15.60 29.31 19.84
76.09 7.83 2.50 25.64
92.86 90.79 43.02 67.53
71.51 13.57 98.11 73.22
51.67 40.13 26.98 37.02
42.18 81.69 4.09 31.04
53.97 47.62 16.93 34.18
23.08 58.32 48.73 42.95
66.43 58.74 57.35 60.35
32.36 60.77 4.39 24.06
8.10 40.93 69.90 45.57
90.88 73.46 23.73 53.82
47.82 55.31 4.78 27.80
7.80 21.34 50.49 31.85
86.98 55.23 45.93 60.11
59.06 2.13 14.86 25.57
19.75 23.83 68.53 44.96
72.91 63.66 29.33 49.27
85.34 5.64 90.61 72.03
14.70 31.90 21.18 21.38
25.32 97.68 77.69 65.98
72.11 89.78 69.52 74.35
50.13 32.06 87.99 65.45
2.26 84.62 24.12 29.66
78.41 92.94 35.90 60.06
13.40 26.54 93.58 56.12
69.11 98.27 7.24 44.01
52.01 39.53 78.82 62.92
24.02 6.90 90.34 53.76
62.04 98.27 2.17 39.35
82.36 34.96 61.05 62.22
85.79 47.09 61.51 65.91
80.76 52.16 31.14 50.23
38.74 9.59 16.41 21.74
67.38 38.57 41.58 48.72
17.23 15.93 29.55 23.13
1.20 83.00 41.05 37.48
35.50 52.74 35.29 38.84
57.58 17.99 84.45 63.10
93.30 69.52 21.67 52.73
5.08 80.31 17.89 26.53
50.04 77.85 7.03 34.10
96.77 22.71 0.23 33.69
66.61 17.17 18.96 32.90
90.04 23.94 81.43 72.52
73.57 28.23 54.64 55.04
29.10 49.79 91.85 64.61
16.57 62.55 27.43 31.20
89.54 83.12 12.90 49.94
64.94 72.43 55.24 61.59
69.44 55.54 2.37 33.12
45.10 45.73 7.62 26.49
75.26 35.93 24.91 42.22
21.25 72.86 36.61 39.25
50.46 34.85 51.05 47.63
24.51 91.36 96.76 74.00
18.03 24.48 9.44 15.02
85.89 74.57 78.82 80.09
75.37 22.34 32.23 43.19
94.26 26.67 77.22 72.22
28.92 41.31 88.97 61.42
35.44 3.42 29.77 26.20
40.21 19.93 14.19 23.14
39.48 66.42 14.87 32.56
83.00 54.93 37.76 54.77
95.44 63.91 54.62 68.72
68.99 60.73 40.91 53.30
34.88 37.41 14.03 24.96
0.62 63.51 84.34 55.06
55.00 39.56 35.94 42.38
24.64 10.72 61.93 40.50
16.20 32.12 63.19 42.88
81.49 87.48 32.38 58.13
57.42 41.01 72.32 61.59
24.83 25.68 31.90 28.53
16.92 37.37 87.87 56.48
52.33 81.67 2.78 33.42
73.51 20.58 72.28 62.31
62.11 88.77 76.80 74.79
77.90 3.07 13.55 30.76
2.60 77.62 38.41 35.51
6.07 27.33 64.77 39.67
43.60 93.16 52.44 57.93
71.65 25.75 68.53 60.91
19.57 29.52 96.33 59.94
77.32 86.42 94.21 87.59
81.70 45.14 77.09 72.08
88.84 49.05 17.70 45.31
76.12 76.93 84.07 80.26
55.97 90.43 83.66 76.71
19.62 49.23 43.07 37.27
58.50 3.07 44.30 40.31
7.68 60.29 33.06 30.89
59.61 32.78 42.22 45.55
9.37 18.34 72.20 42.58
89.10 31.92 88.85 77.54
87.51 47.83 85.94 78.79
69.97 76.13 49.50 60.97
31.16 28.85 30.57 30.40
29.91 78.05 66.16 57.66
15.68 35.56 93.79 58.71
44.75 82.32 74.89 67.33
90.55 36.95 61.27 65.19
52.27 90.93 80.38 74.06
35.78 35.10 76.61 56.06
45.64 61.28 70.69 61.29
55.53 2.75 29.10 31.76
96.85 72.68 22.93 55.06
36.71 71.79 32.62 41.68
87.54 37.24 69.20 68.31
39.38 39.58 5.70 22.58
0.77 57.16 67.70 45.51
9.69 65.59 24.35 28.20
26.64 1.20 51.39 33.93
85.58 57.70 67.58 71.00
54.24 13.33 78.91 58.39
82.99 23.51 69.33 64.26
33.44 1.15 14.95 17.74
28.54 3.41 73.58 46.03
4.22 50.19 45.97 34.29
16.93 42.58 75.19 51.19
48.00 1.01 83.51 56.36
72.95 28.58 41.41 48.31
77.96 2.41 41.49 44.61
48.11 91.88 80.19 72.90
20.25 81.22 73.89 59.26
18.31 22.11 65.62 42.73
1.14 18.40 46.50 27.27
50.68 74.91 33.11 46.74
75.02 74.95 71.55 73.27
66.81 51.44 95.44 78.05
68.28 67.46 43.85 55.90
67.02 65.76 98.60 82.56
22.15 73.68 87.80 65.28
94.57 27.62 95.64 81.72
96.55 43.43 35.77 55.54
88.17 49.66 35.40 54.08
2.57 61.85 48.09 37.19
65.95 73.40 18.88 43.91
40.92 73.97 54.67 54.41
74.69 47.42 64.25 64.02
30.63 73.97 18.60 33.28
26.50 75.30 79.39 62.70
13.55 13.58 17.67 15.62
65.92 23.74 48.84 48.94
98.70 89.24 93.20 94.06
27.76 64.97 44.32 43.48
4.83 34.97 15.25 16.07
56.48 26.01 18.98 31.64
91.40 84.92 74.35 81.58
31.54 0.25 56.78 37.90
66.73 46.01 91.44 74.94
64.01 89.07 63.70 68.87
33.94 16.26 90.71 58.79
64.42 60.77 70.10 66.53
84.88 64.06 91.53 84.04
18.57 88.99 10.42 28.58
13.37 12.87 23.28 18.23
45.67 24.15 63.45 50.26
29.15 70.54 22.56 34.13
97.63 70.92 97.49 92.22
31.98 29.37 3.10 17.02
90.43 82.78 37.30 62.34
18.73 22.49 55.74 37.99
79.45 17.10 19.36 36.94
73.95 8.20 0.13 23.89
48.52 97.20 73.36 70.68
25.17 49.48 37.16 36.03
29.85 78.42 61.44 55.36
2.94 11.62 25.34 15.88
68.11 86.59 71.04 73.27
23.19 50.63 19.85 27.01
98.69 64.37 85.17 85.07
17.42 72.05 62.33 50.80
73.52 62.08 54.92 61.93
13.72 6.77 61.25 36.09
9.60 56.59 80.24 54.32
50.15 55.31 23.37 37.79
23.27 77.88 88.39 66.75
59.40 88.30 9.89 40.43
96.65 12.24 51.94 57.41
20.29 14.16 86.12 51.98
83.96 41.25 1.44 34.16
60.56 65.54 51.60 57.08
14.20 44.96 89.88 58.19
12.96 24.26 6.07 11.78
68.23 39.87 36.18 46.53
11.80 3.55 74.47 41.48
27.73 85.90 28.38 39.69
59.05 25.26 76.10 60.82
13.75 39.94 46.64 35.43
19.57 63.35 62.00 49.54
66.14 2.71 80.68 60.72
83.00 70.70 61.79 69.94
12.64 65.14 12.67 23.16
71.65 62.55 66.44 67.22
80.01 45.77 6.27 36.29
83.41 52.49 44.34 57.69
86.33 86.38 78.24 82.29
53.08 42.32 0.95 24.86
24.05 56.85 34.17 35.67
8.75 95.74 87.89 65.72
39.58 8.38 1.21 14.15
13.69 52.17 16.44 22.76
31.73 76.46 77.02 63.32
49.52 48.96 67.54 58.42
34.30 28.64 7.36 19.70
40.67 72.20 23.74 38.51
42.05 28.12 23.70 30.09
86.48 33.75 28.35 46.87
12.80 95.97 54.96 50.51
81.66 69.68 75.98 76.42
97.32 65.02 63.50 73.95
45.61 66.13 0.18 27.00
26.21 1.08 81.01 48.58
38.62 54.60 93.58 69.30
54.51 94.18 25.40 47.89
8.20 95.03 51.34 47.14
11.92 97.21 73.50 59.77
28.60 32.41 36.11 33.12
16.74 45.14 11.36 19.73
74.11 5.76 29.74 38.26
53.34 80.14 79.30 71.68
87.77 79.30 89.55 86.97
69.12 70.30 82.60 76.10
13.81 32.45 92.61 56.94
93.46 29.38 37.56 52.69
45.38 61.17 94.80 73.25
42.82 64.85 73.06 62.35
58.07 0.91 33.44 34.32
20.39 93.77 84.09 66.92
83.75 26.52 33.04 46.95
80.59 52.28 66.17 67.72
65.55 43.00 59.45 57.99
64.48 7.88 2.79 22.32
43.92 53.27 11.07 29.37
2.29 85.67 85.14 60.39
52.24 95.93 1.60 35.66
35.65 42.56 66.80 52.61
77.39 4.00 18.40 33.22
1.76 26.03 86.20 48.83
85.82 17.63 98.82 78.68
51.28 42.78 12.69 30.29
24.83 12.99 81.44 50.77
3.50 64.53 68.44 48.18
34.77 69.38 9.33 28.97
58.54 15.62 62.78 52.08
52.14 59.88 33.99 44.61
12.35 98.63 27.83 37.35
3.32 76.06 94.82 63.62
81.73 71.65 9.19 43.44
25.17 32.11 65.98 46.96
96.29 53.21 5.48 42.27
43.19 17.77 91.77 62.40
54.39 67.82 17.42 38.59
51.34 55.83 29.27 41.20
5.28 14.03 87.46 48.12
54.57 57.87 7.23 31.56
0.28 15.27 23.56 14.92
43.59 78.56 67.58 62.58
46.95 61.83 66.00 59.45
20.64 56.34 40.14 37.53
16.07 54.20 22.52 26.92
87.03 87.03 78.10 82.56
26.02 93.81 65.18 59.16
73.16 30.34 10.99 33.51
90.99 27.81 51.30 58.51
94.05 42.40 93.97 83.68
86.48 9.57 86.73 71.22
61.76 39.04 44.85 48.76
98.70 77.83 59.54 74.95
89.91 21.19 63.08 62.75
54.82 90.14 63.85 66.40
55.44 97.79 29.21 50.80
73.57 14.54 86.86 68.41
80.04 42.72 2.82 33.97
74.94 30.92 16.34 36.84
1.12 66.69 66.03 46.69
26.66 46.43 24.47 29.52
66.65 19.69 73.18 60.52
53.55 43.52 1.70 25.62
23.07 53.39 56.96 46.08
69.71 61.38 98.08 82.23
19.70 0.05 61.73 36.78
95.54 67.36 39.12 61.69
32.43 46.68 43.61 40.87
52.92 64.50 6.13 31.84
65.19 3.90 71.81 56.24
94.10 31.62 89.71 79.41
34.70 30.82 65.90 49.52
8.26 63.07 90.28 60.23
30.98 21.03 9.21 18.11
0.34 73.05 89.03 59.23
64.57 50.85 74.14 66.61
11.33 6.61 17.67 13.56
37.63 18.41 60.05 45.00
11.12 23.71 39.53 27.84
64.70 87.09 34.35 54.00
76.62 1.14 48.02 47.22
61.87 66.70 16.06 39.93
82.96 81.25 68.16 75.22
67.52 39.24 92.13 74.17
32.62 93.25 28.17 42.52
20.25 34.10 35.48 30.63
35.57 3.98 43.54 33.24
69.64 28.98 40.48 46.93
32.80 26.64 25.87 28.10
77.69 71.01 73.11 74.06
51.21 45.18 44.94 46.87
1.68 86.98 16.08 25.94
49.08 14.25 10.93 23.04
87.48 89.83 86.09 87.25
45.05 42.99 66.64 55.43
12.55 25.74 66.59 42.21
47.67 63.95 85.87 70.03
7.82 54.82 41.55 34.09
82.26 47.19 85.75 76.99
55.46 58.54 32.31 44.50
88.13 79.11 42.79 63.66
23.07 22.08 3.08 12.88
89.76 9.84 3.11 30.45
78.82 73.87 58.55 67.69
39.00 53.50 36.32 40.56
80.01 0.50 87.10 67.65
4.04 72.60 95.01 63.24
60.47 67.28 14.54 38.87
48.69 75.74 18.70 39.10
87.60 80.78 20.67 52.77
77.64 76.28 96.05 86.57
9.50 11.91 53.41 31.94
70.61 75.38 85.21 78.86
36.83 35.88 83.62 60.04
86.31 39.36 42.30 54.91
90.91 69.67 93.49 87.95
4.62 86.57 56.15 46.77
2.63 16.27 68.15 38.12
51.72 35.68 87.39 66.35
95.30 74.53 16.04 51.52
56.31 49.48 43.23 48.40
5.18 34.48 78.94 47.92
52.57 57.48 50.91 52.72
57.70 20.71 18.02 30.46
74.15 50.26 31.33 47.96
2.10 71.15 82.79 56.26
3.53 8.90 58.85 32.26
17.55 93.26 50.36 49.10
46.45 46.01 48.93 47.60
64.05 34.83 35.10 43.73
31.02 5.02 86.14 53.38
3.92 8.90 3.62 4.77
28.96 66.67 55.21 49.63
75.30 74.91 69.21 72.18
52.44 36.42 52.15 49.09
57.47 50.98 36.00 45.44
96.48 28.18 11.82 40.49
50.71 81.48 15.28 39.15
97.24 16.63 55.39 60.19
7.74 13.46 48.44 29.23
2.73 21.89 35.75 23.07
86.94 68.69 23.84 51.74
94.56 0.87 54.74 55.91
25.50 87.62 26.53 38.44
70.73 85.19 18.41 47.46
59.47 46.89 38.11 46.27
28.40 2.65 23.22 20.66
75.70 66.99 35.05 53.63
26.75 80.86 0.51 24.45
50.50 66.90 26.29 41.67
89.43 75.87 69.89 76.95
86.82 13.01 51.50 54.40
5.15 59.94 48.97 38.02
73.58 52.94 5.28 35.30
75.79 36.00 52.43 56.15
3.67 73.90 29.17 30.47
3.46 20.65 48.67 29.50
2.12 70.43 29.72 29.58
74.88 97.62 50.63 67.30
28.05 71.77 70.49 58.01
26.32 56.35 55.74 47.04
19.81 44.86 38.23 34.03
88.56 70.90 93.94 87.72
9.11 30.15 11.44 14.48
73.29 4.81 15.28 30.59
79.53 21.68 97.63 77.01
36.95 67.98 83.18 66.27
32.36 64.42 7.56 26.37
43.89 59.89 75.58 62.94
54.41 76.33 54.80 58.99
85.10 55.75 73.07 73.22
15.90 39.94 53.29 39.40
19.72 65.67 55.11 46.61
89.68 87.76 45.74 67.33
53.37 52.84 30.10 41.63
66.29 46.37 80.41 69.37
54.40 26.18 64.67 53.89
69.04 89.02 13.40 45.22
4.44 1.10 49.95 26.53
34.22 65.98 34.07 40.50
96.70 81.95 91.74 91.27
96.84 82.00 61.84 76.37
57.11 54.32 1.65 28.82
25.99 74.38 94.47 69.91
91.45 36.69 66.90 68.22
8.97 41.79 6.41 14.25
34.44 98.60 24.26 42.18
54.14 46.25 84.95 67.97
58.17 98.69 28.37 51.37
31.86 41.71 58.16 46.98
46.49 30.07 19.16 29.54
52.59 31.55 30.09 37.13
80.54 62.54 76.37 74.86
22.23 58.97 29.11 33.02
31.41 76.80 14.66 32.11
0.16 55.64 18.47 20.41
58.29 96.30 80.73 77.11
72.11 51.60 18.78 41.34
72.15 72.51 24.22 48.26
88.44 96.66 3.93 47.83
74.40 46.79 86.78 75.07
56.24 19.23 92.80 67.12
13.62 74.21 82.47 60.16
60.25 68.52 2.87 33.21
30.85 63.94 83.76 63.92
3.21 70.93 7.01 18.65
2.30 38.44 38.03 27.39
12.99 45.64 73.19 49.62
22.46 0.89 76.08 44.96
47.59 63.98 63.54 58.84
91.87 82.17 53.55 70.77
90.99 12.08 77.21 68.32
61.86 72.21 0.96 33.48
75.73 71.16 81.83 77.87
20.22 21.88 60.48 40.68
17.44 36.31 16.22 20.60
72.83 96.16 26.12 54.14
58.85 3.81 97.79 67.31
77.62 34.84 48.06 54.28
94.77 38.04 62.30 67.19
88.96 16.47 83.69 71.83
57.20 97.05 94.00 83.57
9.58 22.75 50.04 32.44
13.34 82.15 82.95 61.91
61.39 57.27 88.04 73.89
95.44 83.17 66.46 78.50
66.21 47.05 20.48 39.51
60.10 6.58 11.13 24.91
66.76 21.89 42.84 45.83
24.03 43.38 38.55 35.16
26.26 63.22 5.72 23.38
73.45 57.07 73.04 69.97
65.96 33.88 80.95 67.04
95.81 81.51 29.99 60.04
77.66 87.15 64.04 72.75
50.50 29.00 40.74 41.32
23.54 27.25 16.50 20.76
96.86 78.07 1.80 45.57
58.27 3.66 66.32 51.37
68.21 81.01 56.58 64.95
89.03 26.36 80.62 72.29
66.38 16.05 26.64 36.44
39.72 88.35 92.15 75.66
28.70 63.80 76.66 59.70
59.37 55.29 1.61 29.67
20.13 54.36 60.67 47.25
62.97 92.86 30.54 52.73
45.45 59.96 86.06 68.66
9.90 76.87 65.08 50.88
7.75 30.55 51.56 34.22
74.52 97.37 29.18 56.42
33.56 55.63 93.88 68.13
94.73 57.92 92.30 86.15
71.59 55.14 36.25 50.63
90.58 47.53 8.97 41.16
10.19 71.12 17.05 25.81
81.43 63.96 1.41 37.93
93.37 4.10 8.19 32.93
78.94 72.72 44.22 60.34
18.12 92.23 28.16 37.96
10.34 34.86 92.96 56.55
7.49 38.54 51.11 35.51
5.67 20.83 86.19 48.96
63.96 34.77 60.05 56.17
31.46 13.77 30.77 27.58
33.58 36.04 66.65 50.61
13.43 14.11 61.12 37.41
61.81 20.81 10.47 27.94
4.40 62.77 19.85 23.80
42.75 46.49 74.68 59.46
62.14 60.65 63.26 62.40
87.13 22.14 4.86 33.00
37.30 56.87 69.93 57.53
10.47 77.54 33.15 35.22
26.46 60.80 79.12 59.66
80.90 46.72 60.23 63.73
75.02 69.82 67.70 70.32
79.19 22.65 20.45 38.51
38.89 64.22 21.40 35.21
62.53 90.22 77.05 75.33
8.02 37.78 22.00 20.96
38.37 47.57 7.33 24.69
29.21 55.43 80.18 59.94
89.68 58.71 47.02 62.16
6.48 32.21 55.74 36.26
14.79 80.38 29.82 35.42
31.23 24.00 46.98 37.66
27.89 18.35 34.84 29.46
43.72 31.87 42.69 40.84
83.65 64.15 88.72 82.28
85.60 89.01 25.56 56.26
8.28 36.05 64.05 41.72
24.35 64.41 41.33 40.85
59.20 14.30 48.17 44.70
0.99 94.81 64.84 51.68
47.28 84.39 63.38 62.75
73.33 51.32 66.89 65.71
23.30 57.24 28.62 32.75
30.31 47.67 28.93 33.09
89.17 77.43 80.93 82.70
10.83 47.02 84.66 54.98
30.48 31.30 85.80 58.30
7.90 27.52 66.88 41.31
19.97 64.87 56.99 47.46
53.14 38.52 67.24 57.27
33.46 27.76 83.12 57.15
40.84 72.43 84.80 69.14
25.81 97.53 2.34 28.42
52.05 86.00 26.79 46.21
20.62 48.31 79.98 55.84
15.22 87.78 0.75 22.50
48.50 17.67 5.18 20.67
49.93 10.69 3.22 18.73
32.47 59.24 49.84 46.51
68.77 24.87 16.66 33.93
2.96 54.21 90.23 56.84
93.78 70.68 1.60 43.07
7.97 50.68 83.08 54.07
90.79 30.31 24.95 45.77
38.18 46.57 88.67 65.10
48.95 97.73 72.15 70.31
79.47 14.45 14.97 34.22
10.87 66.06 49.77 41.36
3.01 94.57 66.60 53.12
97.45 39.18 89.01 81.58
12.54 10.24 81.93 46.78
93.53 20.44 34.49 49.39
14.70 39.39 5.33 14.95
30.61 7.40 97.97 59.65
81.95 42.73 92.80 79.53
79.58 67.72 92.80 83.82
31.27 91.71 4.26 29.85
41.57 45.01 82.98 62.96
96.89 9.16 92.17 76.98
8.12 74.43 18.13 26.39
20.85 78.04 56.29 50.01
24.30 49.82 0.97 17.74
61.72 54.28 75.41 67.08
9.58 13.04 92.47 51.72
35.92 7.23 0.14 12.29
94.28 6.13 90.27 74.64
28.70 13.05 29.36 25.90
79.04 98.29 97.11 91.93
49.95 39.61 63.98 54.90
18.58 61.83 39.88 37.88
36.67 67.75 81.38 65.24
91.03 25.65 65.81 65.34
31.25 16.73 64.46 44.95
41.66 28.24 64.71 50.50
73.70 40.94 91.38 75.99
16.14 97.06 4.52 26.51
36.16 28.66 9.74 21.45
90.68 29.13 78.07 72.06
85.40 85.14 42.59 63.94
59.96 77.26 52.75 59.81
36.34 20.05 42.71 36.27
16.63 95.50 5.82 27.00
27.29 48.55 44.93 40.36
21.84 91.61 28.16 38.95
39.62 57.72 44.15 45.50
56.24 11.57 5.38 21.88
81.37 16.66 33.41 44.45
3.87 48.97 58.79 40.35
98.33 96.86 83.95 90.85
25.51 33.85 15.19 22.02
48.25 58.86 62.60 57.55
9.54 24.38 68.65 42.06
21.85 84.02 39.45 43.08
91.87 31.57 32.51 50.13
50.49 81.74 36.89 49.94
62.93 19.24 59.61 52.53
63.54 81.70 19.99 45.40
30.62 3.40 34.92 27.33
23.01 74.55 0.96 22.29
15.44 70.08 19.47 28.38
19.18 16.46 18.09 18.09
36.39 61.49 58.54 52.48
75.48 29.25 87.55 72.27
89.53 77.36 18.33 51.50
7.24 97.39 51.59 47.45
51.99 76.23 53.71 57.70
62.68 18.94 20.98 33.08
68.10 64.67 49.94 58.33
14.10 3.77 20.48 15.22
34.45 97.28 90.05 74.82
77.54 15.00 92.06 72.29
3.87 43.97 11.65 15.78
79.54 38.18 69.05 66.02
18.94 32.62 46.68 35.55
38.81 54.17 95.61 70.28
79.89 77.49 30.39 54.66
82.10 75.25 35.54 57.45
70.15 96.50 82.60 81.64
81.81 80.86 97.79 89.61
97.09 68.48 30.08 57.86
34.61 44.78 36.53 37.60
21.59 37.86 87.65 57.87
80.37 37.83 52.84 58.10
26.87 34.22 68.51 49.16
55.24 88.04 31.77 50.06
75.51 19.14 70.70 61.83
19.11 25.50 27.15 24.41
19.71 34.46 30.55 28.08
59.29 64.40 64.75 63.04
64.66 90.24 55.50 65.20
15.29 50.51 7.41 18.39
66.52 15.48 94.62 70.36
65.93 73.48 67.43 68.19
65.38 73.90 82.32 75.55
16.35 46.25 96.24 62.27
2.13 97.14 5.92 23.03
91.26 63.56 15.74 47.96
80.04 1.52 60.31 54.47
21.64 0.32 36.17 24.64
56.32 35.05 74.32 61.07
87.07 64.68 13.58 45.85
52.37 57.60 29.69 42.08
46.27 72.64 65.82 61.32
6.11 98.83 42.99 43.09
22.08 31.36 2.82 14.31
61.89 73.78 46.32 56.48
17.81 95.84 5.94 27.48
61.04 0.61 91.23 64.05
98.14 16.68 72.13 68.84
45.64 65.12 8.38 30.91
66.74 46.99 88.70 73.77
84.29 32.00 17.49 40.43
21.01 76.55 78.90 61.06
40.20 37.41 51.16 45.12
39.61 13.83 63.52 46.41
27.91 0.57 69.98 43.48
57.31 47.69 93.92 73.69
95.51 92.41 54.97 74.62
43.89 39.68 4.61 23.41
80.63 53.02 71.32 70.45
72.74 38.06 86.36 72.61
4.04 74.24 34.72 33.42
35.73 47.06 13.56 26.91
26.48 67.10 46.72 44.72
59.87 35.21 23.24 36.62
90.23 77.43 51.78 68.44
84.88 41.99 82.60 75.16
62.67 32.18 42.51 46.49
42.99 82.51 64.85 61.82
23.29 78.35 37.04 41.18
9.62 70.94 1.64 17.89
94.83 33.36 3.50 36.87
57.67 16.65 5.80 23.53
1.92 92.94 92.37 65.35
98.38 98.97 53.00 75.81
45.16 28.03 80.20 59.25
24.83 57.95 32.70 35.39
44.41 6.53 78.76 54.01
90.65 35.56 17.99 43.30
84.82 44.27 44.67 56.63
12.81 93.27 69.81 57.40
81.74 7.16 11.91 31.91
91.07 19.54 73.78 68.12
33.31 97.29 1.29 30.10
25.97 63.20 78.38 59.62
43.88 60.30 89.22 69.83
54.14 94.59 17.20 43.76
8.86 57.41 44.90 36.59
29.77 83.14 16.63 33.87
50.04 39.37 85.25 65.51
53.12 77.13 90.20 76.46
15.13 82.99 35.69 38.98
56.62 67.75 93.12 77.10
17.18 60.32 31.18 32.81
81.72 80.66 2.40 41.85
44.83 2.64 10.45 19.20
31.44 28.94 91.91 61.17
2.36 17.50 4.43 6.42
95.66 18.41 80.18 72.47
83.73 90.14 42.77 64.53
70.27 71.83 70.54 70.72
90.94 76.77 78.71 81.99
89.24 21.81 7.69 34.98
96.14 37.25 46.78 59.68
5.27 80.30 83.86 59.57
62.62 62.42 32.31 47.42
74.43 3.12 21.41 33.66
6.52 39.27 10.34 14.98
47.22 95.62 6.41 36.49
98.15 29.10 55.51 63.02
38.14 0.87 48.45 35.84
93.70 15.53 94.02 78.23
16.23 34.75 17.33 20.48
47.43 63.27 72.35 63.06
40.68 5.52 80.46 53.54
79.87 77.87 93.42 86.25
4.58 56.14 43.86 34.53
58.71 2.97 69.83 53.12
50.86 97.45 36.21 52.85
40.33 32.74 5.73 21.51
50.52 0.78 34.52 32.57
5.63 91.96 34.43 37.30
55.79 78.27 52.55 58.67
79.98 61.91 64.91 68.83
79.65 66.84 8.02 41.27
72.51 28.64 53.16 54.06
6.43 51.24 40.78 32.57
53.28 22.93 4.68 22.91
3.30 84.04 35.22 35.41
29.88 98.00 77.78 67.45
