temprature,rainfall,humidity
47.04,55.39,30.35
87.82,47.65,93.94
20.53,26.43,98.87
82.41,34.82,74.60
21.60,74.98,48.22
16.33,15.53,78.12
82.28,60.59,10.82
15.94,11.28,18.66
73.77,82.60,54.24
26.36,44.18,4.62
63.02,11.95,92.42
14.96,43.24,35.52
64.63,93.68,46.39
20.08,29.99,67.28
95.23,59.21,92.10
1.78,4.09,50.69
79.33,28.57,47.12
54.85,78.17,49.52
85.38,22.36,8.31
82.90,61.91,61.56
23.53,76.40,79.64
48.74,17.92,74.41
65.35,66.70,59.08
41.67,41.05,97.43
21.63,64.12,5.22
69.60,92.06,0.72
16.71,43.64,32.61
44.36,47.02,36.55
89.57,19.77,45.04
9.31,21.12,4.65
62.94,87.93,19.70
35.22,17.62,36.10
49.67,56.45,95.70
79.06,59.53,71.76
71.07,61.60,11.93
7.02,71.92,82.22
58.53,20.54,50.75
25.12,27.04,76.09
50.72,3.66,51.40
34.71,95.90,68.93
53.31,63.00,53.11
15.11,33.69,26.65
91.70,62.78,30.42
16.40,26.93,24.91
52.70,97.22,6.17
36.47,36.72,96.51
51.03,96.36,69.33
41.16,54.93,69.86
74.44,73.94,19.18
40.32,23.67,82.23
59.88,23.61,43.58
56.43,28.98,93.94
46.17,16.06,24.47
92.05,44.40,69.62
93.58,5.64,47.74
49.48,80.74,4.15
53.46,3.74,45.73
58.22,72.80,44.18
98.77,88.03,78.19
62.86,82.14,15.80
23.22,24.00,92.65
29.22,56.96,94.00
73.00,16.91,94.69
95.68,42.39,1.60
3.42,38.53,57.34
59.81,61.01,30.41
92.81,32.63,12.05
72.52,98.45,62.39
95.50,28.58,30.75
44.41,56.27,81.26
7.30,52.39,96.50
69.37,19.45,98.81
20.24,3.20,47.49
59.52,2.59,8.37
14.64,19.77,94.56
70.14,60.67,33.64
51.52,4.45,49.28
83.81,88.80,34.92
93.36,1.86,24.17
65.12,51.26,87.71
60.05,69.29,94.04
0.16,34.88,8.97
61.28,95.77,57.13
62.42,12.49,37.58
76.07,27.78,8.25
8.53,21.77,58.42
78.49,80.51,27.64
21.49,33.03,81.71
44.68,50.80,93.25
52.95,98.47,30.03
48.95,66.71,51.42
35.65,7.76,97.49
88.93,13.11,32.04
84.00,20.04,33.82
63.21,8.34,18.03
35.80,0.62,52.72
3.59,47.71,38.49
55.87,96.42,24.01
27.94,43.56,0.24
89.87,91.82,71.72
11.74,93.48,32.95
21.74,82.84,61.38
70.32,93.28,26.86
80.19,89.61,89.79
62.47,60.04,63.05
55.62,43.14,44.77
53.25,35.68,5.49
30.57,23.75,26.91
34.90,13.07,11.17
55.37,91.01,39.96
87.53,1.12,98.04
14.61,5.93,94.40
31.21,94.74,4.63
38.15,63.30,81.03
49.00,63.82,25.11
37.85,64.06,53.38
52.08,81.02,33.24
50.61,83.94,53.11
97.85,74.13,27.17
17.90,64.85,58.95
92.06,66.93,12.04
21.01,33.56,92.50
24.17,63.93,39.98
55.28,65.26,10.76
36.26,74.44,58.59
53.81,18.00,54.21
83.44,27.88,43.42
43.07,23.85,6.20
13.14,11.24,63.97
80.56,91.47,87.02
97.43,45.06,49.23
59.66,60.87,51.53
52.06,79.96,84.07
62.89,77.46,89.76
68.68,72.66,67.76
12.59,96.74,29.59
35.08,94.14,72.68
47.17,51.12,17.40
83.48,49.94,73.64
3.99,33.39,67.55
69.83,88.21,20.44
17.15,24.90,24.87
83.70,0.83,52.99
54.93,80.31,9.76
89.04,72.36,96.12
27.99,15.77,85.18
47.61,11.52,91.77
97.98,73.97,80.77
5.21,74.81,87.52
81.19,4.97,37.88
35.28,56.24,71.50
41.42,37.87,38.40
88.21,35.25,8.61
46.26,14.76,31.83
48.23,0.03,22.77
69.15,2.30,41.13
46.53,91.56,34.69
45.28,53.95,47.32
91.73,34.83,66.59
82.45,76.69,20.75
51.98,35.92,85.01
36.48,19.64,0.53
0.58,59.32,61.77
23.62,18.61,70.33
90.77,10.16,83.64
61.31,31.63,89.02
80.75,56.45,93.58
96.05,77.37,23.68
68.53,7.34,51.76
62.98,72.47,92.03
86.18,84.76,85.99
49.39,40.00,10.43
25.55,41.11,36.32
35.47,47.73,77.63
22.41,28.15,41.67
33.50,35.01,61.77
12.69,66.97,39.34
23.99,1.62,75.08
78.31,18.95,53.68
94.55,46.96,8.98
20.16,93.71,66.87
67.45,30.03,35.77
29.47,34.56,51.10
77.25,92.55,46.06
3.09,78.20,62.11
62.07,9.09,84.56
21.72,7.36,59.25
3.00,58.21,92.73
34.27,89.22,6.91
41.57,64.77,85.08
29.17,77.72,68.99
68.74,26.74,44.85
33.60,91.26,22.28
91.82,17.29,35.72
10.06,63.69,33.67
2.87,30.07,86.03
48.53,77.46,61.44
30.71,9.57,4.93
46.55,29.12,96.29
95.46,27.55,44.57
85.10,83.97,94.97
26.23,94.63,49.46
67.71,73.18,22.16
2.64,96.93,98.85
72.82,60.66,96.69
32.14,66.94,19.29
28.15,88.14,93.35
9.68,64.99,39.66
73.60,15.46,67.80
51.08,82.81,43.85
38.94,62.98,56.71
12.46,50.55,26.10
14.29,61.16,83.48
69.70,87.66,96.12
50.27,80.63,91.48
10.94,27.03,49.48
19.12,42.95,68.95
58.56,98.47,94.27
51.50,30.99,38.64
81.13,52.42,26.66
59.65,1.28,82.01
98.38,22.13,29.22
65.45,80.14,49.66
2.88,51.28,61.10
88.98,74.41,78.46
98.31,0.19,50.91
20.02,41.35,10.49
56.41,73.85,68.99
90.27,13.20,8.29
54.34,17.44,22.53
31.87,48.93,5.66
59.34,2.61,41.72
9.75,12.67,36.25
75.57,50.29,25.08
51.10,33.91,91.93
27.81,63.59,16.20
8.77,36.75,36.11
87.73,92.95,65.24
18.21,52.65,49.20
77.51,18.80,85.55
70.77,7.60,16.59
28.26,85.02,70.22
90.84,58.72,43.69
44.52,69.18,14.38
29.72,77.19,34.62
85.29,62.85,77.47
22.64,10.14,24.87
95.68,30.12,33.08
96.32,49.12,66.86
24.92,3.77,44.27
34.12,81.49,81.14
75.98,85.50,39.60
49.45,10.95,77.09
83.92,56.84,28.66
74.02,80.08,73.27
74.53,18.86,3.74
35.48,20.89,64.79
88.22,72.18,68.01
96.53,45.18,9.51
65.91,88.32,11.68
30.13,54.32,69.37
9.51,29.19,79.02
85.37,81.69,20.86
95.82,11.13,76.68
53.87,98.64,32.07
80.28,92.43,10.03
88.88,89.11,1.72
78.05,57.88,12.00
40.05,33.07,27.51
45.98,23.31,98.69
65.69,64.83,72.37
1.52,78.64,46.90
26.12,30.75,92.39
32.86,74.48,65.94
36.62,48.46,41.81
80.99,74.64,3.71
52.30,9.73,36.54
45.97,78.03,84.30
34.66,84.64,49.31
60.52,42.99,75.24
3.18,14.22,69.32
34.01,83.02,37.96
85.54,5.03,88.19
3.04,3.68,95.71
73.53,93.23,71.26
18.13,17.93,49.35
98.72,15.32,21.74
66.96,37.39,62.79
82.61,34.07,96.36
0.99,62.58,34.27
21.89,27.55,8.32
10.02,79.52,78.33
31.27,64.64,60.96
11.94,90.23,51.93
38.29,28.90,85.58
86.57,88.52,5.80
22.62,81.35,2.54
96.69,94.24,71.78
72.28,83.20,29.99
60.19,16.65,12.82
58.94,86.41,6.82
55.80,91.73,1.43
65.96,73.55,17.56
62.43,20.70,35.15
74.53,80.04,62.89
32.92,17.05,14.91
25.35,2.27,80.31
41.99,19.54,19.21
97.07,70.74,69.50
38.25,13.19,55.41
78.28,2.66,38.44
17.90,80.17,9.93
48.30,31.37,18.85
92.56,40.91,72.65
20.06,4.30,8.84
91.31,88.58,70.14
88.11,28.87,3.51
41.09,81.84,19.68
19.28,73.94,43.65
35.28,3.22,92.17
24.36,72.92,69.34
17.66,63.29,23.23
94.98,88.34,36.52
45.02,98.65,6.12
61.41,37.64,68.43
46.74,96.07,66.01
52.87,90.92,16.47
87.20,12.53,31.71
54.31,74.57,64.87
91.43,39.44,84.58
92.58,39.58,26.44
44.61,21.71,81.36
0.73,84.86,90.96
67.67,85.30,35.32
46.94,64.99,55.60
94.15,34.64,0.73
84.20,38.83,51.92
72.62,93.63,19.29
20.26,38.00,30.82
41.10,52.97,26.62
5.94,36.71,9.17
98.82,52.35,67.86
52.75,23.33,51.94
81.01,39.09,56.88
64.19,21.36,16.49
90.40,26.44,3.47
3.38,57.89,71.45
79.95,15.20,23.70
80.29,47.70,73.90
45.71,78.66,93.63
40.30,28.41,84.49
16.23,86.89,52.03
52.08,41.63,2.83
55.57,49.06,26.52
76.44,54.01,97.70
71.71,34.79,32.40
51.16,30.25,14.86
92.05,47.35,85.48
3.69,29.49,79.60
65.87,33.60,88.47
60.88,98.77,7.68
57.22,49.35,84.25
72.57,30.33,64.54
71.96,87.07,76.45
47.91,66.04,34.29
16.79,46.51,28.69
14.45,68.97,11.23
45.10,65.15,61.12
85.30,74.78,17.77
79.43,80.70,57.01
66.36,56.21,38.52
65.31,52.23,50.90
76.61,52.95,56.17
83.12,80.85,35.19
19.16,90.10,66.46
31.61,55.71,73.89
88.69,32.64,48.82
28.30,55.75,64.95
55.61,13.58,67.21
33.96,5.71,89.47
45.57,26.71,92.73
37.40,15.59,60.78
73.30,95.20,12.31
43.07,86.94,41.32
59.47,15.34,27.50
80.95,92.58,33.09
17.70,7.93,91.11
37.25,7.95,90.00
40.09,92.32,51.14
98.13,87.31,37.69
73.33,38.62,74.65
84.08,66.79,79.34
62.39,69.65,85.11
67.19,42.47,95.14
72.55,62.46,49.11
76.64,67.41,59.35
74.45,97.68,63.28
45.86,83.82,64.99
54.52,44.82,77.13
97.00,12.69,95.17
28.80,6.63,47.10
56.19,38.28,87.36
10.50,82.35,22.30
9.61,7.08,35.45
5.86,86.42,68.48
57.56,39.37,78.26
89.38,37.14,80.83
54.79,79.57,71.24
40.53,42.99,43.71
47.83,96.55,19.78
45.85,18.58,69.88
84.04,41.44,45.58
87.26,10.11,96.97
30.50,50.76,1.26
63.31,96.85,67.74
5.14,60.45,34.63
96.64,22.66,5.29
73.58,84.37,28.74
2.80,61.54,78.64
48.12,48.84,33.81
34.14,40.66,82.20
45.59,55.12,5.35
39.41,97.99,33.84
67.22,43.26,14.49
95.80,46.60,36.37
41.95,54.72,93.40
11.79,84.21,78.63
38.05,94.37,59.06
76.23,63.75,20.39
5.03,52.61,68.10
66.03,86.35,63.25
20.26,59.46,38.32
20.70,80.09,77.06
15.59,45.34,64.26
79.01,38.67,98.26
77.09,60.73,42.71
25.92,36.60,3.69
98.14,66.43,1.62
68.55,60.98,25.30
89.62,75.38,77.55
94.51,18.83,64.53
75.89,41.10,77.59
74.18,14.66,66.95
41.30,45.06,18.77
31.80,49.06,79.03
66.33,76.03,3.92
41.73,44.30,26.96
32.21,25.75,57.72
11.33,30.25,26.09
14.59,94.96,69.25
23.44,3.19,65.39
55.89,42.90,55.21
98.80,82.51,39.73
51.17,83.55,57.35
82.12,81.82,96.37
2.65,95.22,42.13
33.41,78.70,65.32
11.45,10.62,1.48
19.59,90.48,35.75
78.39,38.18,48.42
64.31,79.00,31.22
1.04,19.86,24.69
85.26,3.15,60.57
12.16,72.83,81.67
37.50,85.40,24.91
74.81,8.42,58.00
8.62,87.41,94.22
53.96,49.45,36.12
33.19,36.28,95.15
16.87,43.38,27.56
43.16,47.04,7.87
11.81,26.17,18.44
84.06,44.83,5.61
58.25,55.50,81.55
44.65,7.68,17.97
13.61,92.48,56.55
83.99,79.59,6.94
59.11,98.66,62.91
87.64,66.50,73.71
90.03,95.00,94.98
7.22,40.26,63.95
24.85,98.44,91.22
23.06,27.20,72.04
82.06,22.28,36.45
60.74,54.80,36.49
73.96,61.83,13.98
73.22,62.99,82.50
72.83,74.72,7.61
77.25,72.78,44.83
95.14,23.98,12.06
22.83,71.59,59.18
50.03,60.08,0.99
28.49,30.19,40.58
34.98,85.81,88.63
48.52,13.43,25.43
9.71,38.22,38.62
47.29,56.16,72.25
15.33,49.99,80.96
81.83,51.59,21.80
30.25,79.96,11.38
23.57,50.84,32.41
44.04,34.11,56.41
97.22,14.51,29.44
92.00,82.13,78.20
4.03,80.16,48.09
55.15,5.32,12.17
44.07,70.40,36.58
57.71,11.83,75.52
92.69,75.18,88.05
25.72,9.25,33.54
54.97,76.57,84.33
55.89,12.78,80.50
88.21,11.73,51.03
63.18,9.04,39.21
17.91,92.83,70.41
39.04,2.91,91.57
38.24,63.53,25.30
29.77,50.85,56.01
36.77,48.66,3.61
82.05,76.64,60.85
66.89,8.78,24.82
81.12,9.41,40.79
63.72,96.79,20.18
87.74,86.58,24.35
23.92,43.64,80.04
79.32,39.28,23.13
77.96,46.06,87.85
70.13,54.86,93.23
18.68,91.36,79.32
21.88,49.17,67.76
15.90,1.09,64.85
10.54,14.38,50.57
47.88,15.44,80.31
83.83,81.57,16.72
35.60,65.36,60.49
98.07,66.84,70.79
32.73,79.36,85.90
5.45,22.33,7.77
0.74,81.77,2.44
71.56,10.23,20.81
35.08,26.57,69.82
97.35,92.58,59.37
10.12,41.76,78.02
32.29,37.79,9.13
86.12,80.93,78.17
27.11,15.31,49.77
31.33,19.76,52.21
68.90,14.27,9.17
25.00,12.65,43.00
41.01,51.24,31.22
73.13,29.09,78.42
20.99,78.17,9.44
28.80,28.41,57.51
83.07,31.37,21.86
40.65,5.38,34.09
47.30,32.98,38.92
92.38,78.21,83.41
54.19,87.79,49.34
2.89,31.75,59.41
30.80,32.44,14.19
77.40,10.15,61.51
54.49,13.65,67.07
81.66,38.29,34.78
10.45,3.21,66.16
15.65,22.99,78.38
87.61,13.19,96.24
11.21,18.20,88.15
43.86,47.58,84.16
19.60,7.74,82.09
69.28,16.32,56.45
38.48,76.45,12.66
71.07,65.26,17.91
50.76,50.57,32.72
72.19,31.26,75.75
95.35,57.54,55.91
43.96,17.61,71.91
81.98,89.83,85.75
78.58,25.22,92.96
39.47,56.55,79.69
0.55,51.11,50.94
1.29,57.14,46.72
55.44,64.12,94.27
2.21,32.23,22.49
98.99,59.52,83.37
36.82,91.11,77.53
26.41,33.96,56.16
63.04,46.47,54.56
75.47,52.71,74.00
71.92,17.39,75.74
10.83,97.35,98.13
45.76,88.69,10.72
41.63,56.19,87.51
40.75,91.65,98.59
47.65,91.81,12.20
45.88,65.81,7.38
87.27,27.21,76.84
11.44,66.98,1.53
16.93,81.79,31.88
45.69,27.85,70.24
7.30,52.68,13.38
86.69,25.49,65.32
76.89,74.76,1.53
44.33,87.29,86.58
74.03,9.43,28.55
64.70,41.62,17.09
10.17,16.40,94.46
39.14,61.33,69.15
85.37,38.26,83.65
0.59,51.26,42.40
7.19,2.31,33.15
27.59,40.45,3.76
88.37,45.49,52.01
95.59,26.62,23.63
84.56,39.34,44.66
34.90,54.97,66.15
82.53,22.18,28.49
7.85,96.31,93.67
19.06,3.86,57.59
43.82,57.37,56.15
66.94,24.65,98.81
38.20,33.61,17.22
33.24,47.11,26.86
47.71,30.33,42.56
96.61,65.18,69.34
69.05,74.75,51.21
43.80,35.60,8.53
41.07,45.33,19.03
39.66,10.32,94.95
10.73,54.78,98.70
44.39,69.17,35.44
9.31,94.97,52.72
39.58,92.63,49.38
83.37,37.51,12.58
23.42,66.29,72.90
32.80,4.04,29.77
51.72,85.58,69.65
72.73,21.80,70.42
31.61,91.12,30.04
74.35,90.15,7.22
70.74,1.43,25.26
15.58,62.02,93.81
1.65,91.84,37.34
70.59,41.51,4.49
76.03,43.20,3.94
20.02,50.93,39.24
79.68,8.07,43.95
96.07,19.27,0.66
92.94,50.86,27.83
59.77,38.98,23.41
50.48,92.41,98.70
60.10,65.97,61.60
45.25,92.11,52.19
1.66,36.12,93.81
40.96,34.12,3.10
50.20,4.77,40.55
71.58,8.05,41.19
32.39,94.55,21.77
59.75,84.03,88.91
55.22,32.11,7.17
6.07,83.32,37.17
52.07,66.05,17.87
82.34,15.73,50.09
11.95,9.53,41.23
44.39,58.13,92.21
70.19,53.85,77.24
30.72,30.04,28.02
54.56,18.35,46.51
66.09,18.43,70.49
88.90,62.82,20.90
36.53,24.80,65.77
62.74,49.14,50.42
9.61,83.52,75.00
3.29,28.82,91.71
23.36,21.96,91.94
15.34,64.09,67.38
89.71,22.25,23.14
72.80,76.58,10.97
1.26,30.70,10.75
82.91,4.51,23.70
59.27,7.71,26.57
12.82,4.17,50.55
89.74,34.45,27.71
63.01,51.20,10.58
17.39,30.65,45.97
42.77,73.10,63.56
20.51,29.52,28.08
75.79,2.64,84.66
30.18,8.14,40.39
47.74,27.77,35.49
82.85,5.20,51.81
67.15,68.89,73.60
27.25,16.35,60.93
89.02,86.41,67.51
73.51,27.90,62.17
40.75,49.09,82.94
42.34,2.95,8.29
8.35,90.81,30.15
54.90,30.62,29.36
13.99,6.50,86.97
44.61,54.72,35.56
3.38,59.92,77.38
95.70,17.75,32.99
78.21,93.63,91.44
11.40,38.60,27.13
69.08,22.11,86.55
50.31,49.27,96.76
35.49,66.44,89.74
32.90,85.94,12.72
67.78,86.92,22.73
98.23,73.40,35.42
96.54,16.82,46.83
95.98,76.99,57.55
35.53,18.51,13.36
67.02,89.02,87.40
83.79,80.65,10.22
51.13,18.80,11.21
10.93,81.07,68.47
0.93,65.35,58.03
53.01,63.58,88.26
1.92,5.61,36.02
79.89,34.72,43.95
45.62,53.13,25.58
52.18,91.45,79.32
24.60,65.04,30.11
23.31,82.41,77.87
25.83,83.48,30.02
91.34,73.82,17.48
32.77,41.34,27.40
60.29,56.39,6.14
59.50,78.20,52.84
84.75,67.99,52.43
56.51,57.96,50.83
30.48,46.00,78.95
53.20,67.45,72.51
25.17,81.74,22.82
33.39,14.66,28.91
20.31,11.02,48.88
27.03,23.25,53.75
81.67,95.42,60.07
75.42,59.34,94.68
93.24,5.43,51.59
2.59,27.95,91.25
1.25,24.84,70.10
30.73,47.48,43.29
74.30,72.84,59.83
51.14,68.07,33.24
75.69,19.35,93.05
87.57,45.01,21.05
98.52,34.74,72.01
96.13,89.30,15.13
86.73,58.03,20.40
13.79,92.80,9.55
93.84,28.70,27.02
35.13,80.71,32.63
30.69,0.23,35.14
69.58,77.94,20.45
94.57,27.77,91.88
13.84,16.80,62.44
56.71,26.11,83.09
4.90,93.20,48.63
92.09,90.32,83.07
49.66,47.91,89.86
38.95,71.60,40.78
89.81,23.66,29.97
11.75,71.88,86.53
58.00,5.94,77.46
12.81,68.85,10.60
65.42,66.34,24.13
76.75,93.78,12.44
63.54,8.97,25.59
24.31,53.18,53.63
62.02,25.84,23.15
49.47,61.93,9.67
59.44,75.33,43.12
44.69,10.22,73.09
28.76,24.29,45.95
79.64,28.37,45.25
6.26,21.08,48.98
87.10,77.18,32.18
7.99,50.20,41.45
95.62,19.04,1.03
38.18,63.63,26.03
30.08,46.95,94.36
85.13,19.53,8.36
5.97,71.41,50.36
94.97,3.29,15.56
10.58,1.46,36.79
59.04,97.51,85.25
38.59,39.67,17.95
56.18,95.19,49.82
68.50,79.91,84.35
80.47,27.19,2.70
93.18,30.43,23.96
10.77,5.01,81.96
80.40,68.16,80.12
11.75,65.92,29.01
55.44,23.87,97.76
73.18,9.12,24.57
31.26,21.85,7.24
51.59,81.34,63.25
3.46,83.87,18.70
7.25,66.67,51.26
10.18,65.62,73.90
94.54,57.99,36.64
59.07,59.57,81.87
95.29,28.97,68.21
79.54,62.28,60.81
52.87,61.62,14.37
64.33,18.03,20.80
1.09,32.57,43.81
48.91,81.98,16.09
86.04,6.46,71.71
6.94,11.53,31.05
44.78,62.44,0.49
56.60,64.99,48.52
72.43,88.40,33.44
76.71,88.36,87.81
83.27,49.70,64.14
8.43,23.82,56.25
51.98,4.76,77.79
95.87,33.83,40.22
72.57,5.01,53.76
84.20,20.01,3.35
32.41,90.52,51.17
45.33,71.50,15.01
72.89,8.09,42.98
1.70,1.01,60.64
11.22,40.95,13.97
80.29,37.23,31.88
91.05,31.82,56.79
79.92,28.38,52.84
63.28,83.19,81.78
0.97,50.87,27.10
68.28,36.31,23.75
63.94,85.16,53.26
23.19,69.17,33.67
86.89,12.28,31.11
34.55,96.23,44.09
76.52,41.52,30.38
79.80,68.32,1.93
41.50,26.57,36.33
73.34,36.00,38.44
38.07,81.92,37.41
54.15,34.06,8.61
49.81,61.64,73.33
67.33,25.24,77.81
42.78,45.40,58.36
1.14,75.56,78.48
90.42,9.20,6.25
31.74,32.48,74.32
29.68,36.10,60.80
15.37,70.36,28.65
12.39,82.94,71.57
4.95,80.50,15.60
52.55,16.19,74.47
5.03,0.22,69.39
26.80,94.29,16.80
88.89,95.60,90.81
52.72,44.30,93.27
45.16,78.90,65.75
48.26,2.57,3.12
30.18,84.77,32.11
90.09,73.56,1.86
7.82,67.79,64.56
6.77,92.50,83.50
98.08,14.08,84.48
29.94,65.77,68.67
21.39,13.22,32.56
95.56,62.82,93.02
82.45,17.13,8.98
39.57,79.22,70.45
23.52,80.28,21.12
43.43,50.45,64.31
74.53,1.23,75.29
56.70,90.87,85.52
66.41,12.45,52.81
55.34,38.73,52.24
96.45,10.36,36.03
57.37,73.50,13.95
87.53,40.47,61.88
48.02,62.28,83.27
95.39,21.30,83.77
65.81,24.21,84.16
91.77,4.47,85.75
87.28,94.91,82.60
33.63,91.59,6.54
33.43,98.96,76.57
59.72,31.23,77.81
85.12,45.30,47.15
74.96,83.30,13.79
4.27,69.92,7.26
19.41,83.77,57.35
12.25,47.81,89.69
57.00,14.45,42.54
93.41,18.29,64.65
68.22,81.04,29.10
21.01,47.52,6.81
74.31,66.39,39.78
37.94,34.31,15.47
8.98,74.48,40.14
88.01,47.80,98.28
15.14,45.99,10.83
60.55,23.08,87.60
25.08,5.10,9.45
50.75,93.07,55.68
46.45,54.88,6.39
34.32,63.04,15.77
61.60,27.15,39.32
74.70,75.63,11.94
50.78,60.96,2.16
2.01,37.44,65.93
92.71,63.99,28.16
20.60,55.91,77.86
53.49,92.91,12.73
36.60,27.23,94.60
68.70,46.44,91.96
78.96,77.84,44.42
45.67,36.77,92.25
0.15,48.15,46.96
6.34,11.54,83.30
27.98,77.04,43.87
27.68,80.95,22.14
20.74,63.67,65.84
2.31,34.59,22.21
7.84,78.46,91.82
37.48,84.00,72.07
56.64,70.41,74.42
98.28,69.58,11.45
5.08,5.91,42.86
6.33,85.94,15.20
59.30,55.91,58.12
46.93,15.68,1.28
75.82,30.33,89.43
89.09,77.65,72.77
36.57,42.03,37.75
72.54,33.63,89.28
87.32,60.38,16.16
71.33,91.64,63.01
91.19,12.69,69.12
94.20,11.55,75.29
37.04,65.38,67.47
69.03,51.53,30.70
64.94,0.39,24.45
57.21,44.30,65.10
28.16,55.32,44.45
95.57,51.18,55.87
50.69,28.66,55.24
95.15,42.82,9.63
52.04,88.04,17.56
50.75,60.90,27.24
34.79,63.43,93.83
79.98,33.27,67.38
8.39,35.68,35.12
86.87,76.90,26.82
60.14,68.74,98.64
95.05,79.92,25.06
5.97,30.01,27.16
97.88,31.61,26.03
48.19,87.21,61.18
68.12,14.56,20.58
81.41,16.41,91.46
13.06,60.46,27.45
9.59,8.53,47.80
98.86,33.49,3.26
23.67,35.81,7.70
69.45,82.93,40.41
54.76,88.04,95.41
7.10,87.63,33.55
97.89,9.24,81.99
12.78,7.30,20.77
87.08,1.34,34.66
98.37,56.21,13.14
41.38,98.25,14.28
54.39,98.38,73.02
67.87,68.68,51.63
46.53,29.12,64.95
40.27,94.91,50.56
74.00,59.56,60.44
48.64,7.99,72.50
49.58,74.20,53.51
34.20,5.99,88.27
82.27,75.11,39.45
95.94,3.91,19.95
76.20,26.44,83.76
61.91,5.45,58.65
21.73,64.79,87.74
10.99,46.88,36.92
84.76,87.09,74.37
27.17,85.03,58.12
86.99,36.98,61.36
94.39,90.08,32.35
57.99,1.24,58.42
0.30,51.45,71.29
47.01,0.36,31.53
92.88,39.99,17.10
33.25,6.74,38.32
46.77,75.66,71.50
65.97,17.15,0.19
82.96,54.26,44.56
79.06,69.12,59.27
27.53,0.02,39.07
55.79,62.04,16.93
40.88,23.65,31.75
30.71,39.06,44.32
78.78,34.68,32.27
42.19,74.58,82.43
13.46,79.90,82.54
33.78,85.69,12.06
89.52,21.42,4.76
63.20,95.22,84.76
40.97,91.75,88.94
88.78,61.41,52.51
13.16,2.11,52.79
20.80,14.87,19.86
69.74,85.85,10.12
78.82,60.06,96.77
47.06,74.29,17.89
18.23,44.14,86.94
46.31,40.47,53.62
22.64,43.55,80.48
22.19,77.46,10.79
49.62,26.44,46.95
20.64,95.74,25.47
39.47,72.09,74.12
10.89,85.12,31.12
22.52,54.31,72.39
39.00,51.53,75.22
20.46,13.84,20.36
59.67,30.20,91.08
8.60,27.85,9.27
71.46,78.35,50.28
93.25,24.21,96.95
9.53,78.99,21.45
85.47,45.19,97.35
32.35,53.88,29.95
91.91,9.42,21.43
65.97,51.99,53.85
12.26,53.57,82.31
27.80,32.92,15.69
56.21,56.36,95.63
94.80,74.74,67.81
7.48,16.56,77.51
38.78,83.78,43.37
70.49,45.58,34.75
84.24,95.10,10.80
80.34,56.28,60.07
97.78,38.96,18.61
59.00,19.17,50.41
4.86,15.49,0.25
82.27,32.52,5.40
58.84,78.71,46.54
38.42,53.14,41.21
3.75,47.85,18.10
33.78,21.77,15.89
19.80,93.98,95.55
45.18,51.49,87.36
30.24,84.43,13.96
91.27,16.43,98.80
52.22,11.18,16.25
28.95,78.49,59.88
27.28,70.96,54.50
97.53,81.73,73.94
66.24,10.82,40.33
54.15,53.02,41.76
19.38,8.60,54.17
90.45,4.77,50.89
56.96,95.16,86.09
72.95,77.40,82.41
66.79,29.71,30.10
81.76,23.14,22.00
76.12,59.15,59.23
31.61,68.47,13.02
25.23,87.15,20.19
18.80,85.27,35.18
79.59,65.34,96.08
34.80,42.21,19.36
70.84,89.47,74.19
65.86,22.92,43.64
17.99,63.05,24.35
51.01,1.23,46.51
86.29,30.94,1.89
18.83,84.82,22.23
48.30,22.18,52.36
55.78,85.33,29.15
6.16,13.14,43.18
29.93,66.87,25.45
28.55,77.21,44.48
97.20,56.69,92.04
57.98,32.53,36.02
8.48,47.25,77.26
13.80,67.11,39.57
48.69,18.83,45.54
74.03,49.69,76.41
39.34,27.59,61.62
42.47,98.96,1.00
49.73,32.24,75.39
77.06,47.12,71.73
71.17,31.23,74.57
80.65,12.99,75.90
29.15,38.85,53.08
84.57,65.43,19.06
48.35,73.20,12.31
88.16,85.91,35.16
55.80,8.71,75.28
10.64,40.63,84.37
56.53,26.22,31.38
98.11,21.25,28.41
61.37,84.45,11.21
77.97,4.20,57.89
1.12,46.96,20.74
57.07,41.34,63.42
30.95,51.00,22.72
10.78,92.29,9.35
84.46,50.40,38.01
28.00,24.22,11.46
90.70,37.41,52.26
9.24,94.47,89.70
58.75,38.57,63.44
61.88,35.11,54.29
73.12,65.53,66.06
57.06,17.58,74.50
89.42,8.16,44.38
82.45,45.99,61.07
91.10,42.48,47.18
53.06,94.83,87.12
81.40,63.74,50.65
58.41,10.79,22.30
31.13,25.80,41.86
26.15,35.62,60.72
6.91,92.24,2.00
81.72,40.60,90.89
84.01,82.31,82.58
6.02,9.04,95.33
21.94,92.99,36.79
13.08,3.30,23.79
27.50,13.49,53.46
43.46,58.28,8.09
38.17,32.54,13.52
19.01,37.50,93.51
74.37,41.13,23.85
82.02,47.72,75.13
88.27,12.78,91.07
39.89,36.80,84.73
63.22,48.36,52.94
9.67,22.50,79.13
10.70,71.68,18.03
65.07,30.87,61.48
85.25,60.99,1.58
27.32,40.10,89.86
92.91,79.41,38.09
2.47,22.33,19.20
4.49,71.17,36.85
79.97,49.73,51.58
64.09,2.16,21.31
86.41,73.80,34.43
88.24,85.29,22.39
81.26,16.65,1.04
32.99,41.18,62.73
91.42,31.32,9.38
91.90,67.85,41.05
90.56,43.58,58.37
62.98,94.42,57.40
24.78,55.65,26.38
7.92,3.02,41.94
16.88,90.27,41.48
